id,idx,title,url,date
Ki5b5_L1O7Q,1,ã€Surpriseã€‘Listening Practice #6: Discover 10 Aspects of Japanese Behavior and Culture,https://www.youtube.com/watch?v=Ki5b5_L1O7Q,unknown
wvbvhJ4SdA4,2,Listening Practice #7ï½œDiscover the 6 Latest Patterns for Categorizing Boys and Girls in Japan,https://www.youtube.com/watch?v=wvbvhJ4SdA4,unknown
CcXNYw7cDQE,3,ã€Unique Insightã€‘Listening Practice #8: Learning Japan's Intense Entrance Exam Season,https://www.youtube.com/watch?v=CcXNYw7cDQE,unknown
NK49QZma69w,4,ï¼œ6 INTERESTING FACTS in Japan ğŸ§ğŸ‡¯ğŸ‡µï¼ Fun Japanese Listening Practice for Beginners to Intermediates,https://www.youtube.com/watch?v=NK49QZma69w,unknown
9l6dXvQ3lY4,5,ï¼œListening Practice #4ï¼ Learn Useful 13 Expressions â€œItâ€™s Coldâ€ like a Native Japanese.,https://www.youtube.com/watch?v=9l6dXvQ3lY4,unknown
2qirho8runc,6,ã€Japanese Listening Practice #3ã€‘4 Common Japanese Culture in Year End.,https://www.youtube.com/watch?v=2qirho8runc,unknown
Nz4R_hsgvgI,7,ï¼œListening Practice #5ğŸ§ğŸ‡¯ğŸ‡µï¼ Learn Japanese from My Private Experiences in Madrid!,https://www.youtube.com/watch?v=Nz4R_hsgvgI,unknown
BvzSAu4JNN8,8,ã€Eye-Openingã€‘Listening Practice #9: Discover Japanese Good Manners & the 4 Reasons Behind,https://www.youtube.com/watch?v=BvzSAu4JNN8,unknown
-_me-aecZew,9,ã€Enchantingã€‘Listening Practice #10: Explore Japan's Secret Heaven â€œTokunoshimaâ€.,https://www.youtube.com/watch?v=-_me-aecZew,unknown
o0fcrBoIKt8,10,ã€Practicalã€‘Listening Practice #11: My Daily Routine.,https://www.youtube.com/watch?v=o0fcrBoIKt8,unknown
cIVQOgHxyTE,11,ã€Fanaticã€‘Listening Practice #12: Korean Culture History and Popularity in Japan,https://www.youtube.com/watch?v=cIVQOgHxyTE,unknown
RI0R1d_cT6E,12,ã€Beneficialã€‘Listening Practice #13: How to Master Japanese Particles & Nuances.,https://www.youtube.com/watch?v=RI0R1d_cT6E,unknown
T2SeSxD2euM,13,ã€Unbelievableã€‘Listening Practice #14: Discover 10 Japanese Unique Reactions.,https://www.youtube.com/watch?v=T2SeSxD2euM,unknown
H0mkgZZH3ug,14,ã€Premiereã€‘Listening Practice #15: Reasons why I started my Japanese Youtube Channel.,https://www.youtube.com/watch?v=H0mkgZZH3ug,unknown
18ChMS-gIqM,15,ã€Essentialã€‘Listening Practice #16: Top 10 Don'ts in Japan Not Found in Textbooks,https://www.youtube.com/watch?v=18ChMS-gIqM,unknown
kfvxBoa5noo,16,ã€Funnyã€‘Listening Practice #17: Japan's Unique School Rules,https://www.youtube.com/watch?v=kfvxBoa5noo,unknown
NGwovqiaKqM,17,ã€Romanceã€‘Listening Practice #18: Valentine's Day Routine in Japan,https://www.youtube.com/watch?v=NGwovqiaKqM,unknown
gqzo-x-7_0g,18,"ã€Interestingã€‘Listening Practice #19: Japanese Unique Superstitions, Why Were They Created?",https://www.youtube.com/watch?v=gqzo-x-7_0g,unknown
YNkiSq-RYVU,19,ã€Unlockã€‘Listening Practice #20: Learn Secrets of Male & Female Speech in Japanese,https://www.youtube.com/watch?v=YNkiSq-RYVU,unknown
3JyWAGaq7lg,20,ã€Importantã€‘Listening Practice #21: Why Japanese people often say â€œOtsukaresamaâ€?,https://www.youtube.com/watch?v=3JyWAGaq7lg,unknown
UyGfL3nLQc0,21,ã€Humorã€‘Listening Practice #23: The Secrets of Shojo Manga with 10 Hilarious Insights,https://www.youtube.com/watch?v=UyGfL3nLQc0,unknown
sLaWqAle98c,22,ã€New Insightã€‘Listening Practice #24: Master the True Meanings of 10 Unique Japanese Emojis!,https://www.youtube.com/watch?v=sLaWqAle98c,unknown
uEeizaKv-WE,23,ã€Eye-openingã€‘10 Essential Actions that Make Japanese People Happy | Japanese Listening Practice #25,https://www.youtube.com/watch?v=uEeizaKv-WE,unknown
XpuUVp26NLQ,24,ã€Basicsã€‘Where You Live - 6 Key Responses | Japanese Listening Practice #26,https://www.youtube.com/watch?v=XpuUVp26NLQ,unknown
P2OJvp6m2fo,25,ã€Idiomã€‘Unlock the Secret of 'Becoming Round': Japanese Idioms | Japanese Listening Practice #27,https://www.youtube.com/watch?v=P2OJvp6m2fo,unknown
cOkCB7bZb2M,26,ã€Beginnerã€‘Explore My Hobbies & Japanese Culture | Listening Practice #28,https://www.youtube.com/watch?v=cOkCB7bZb2M,unknown
a144RVLqHJc,27,ã€Practicalã€‘Learn How to Describe Friends in Japanese! | Japanese Listening Practice #29,https://www.youtube.com/watch?v=a144RVLqHJc,unknown
CjvIXaWEce8,28,My Cooking Routine | Japanese Listening Practice #30,https://www.youtube.com/watch?v=CjvIXaWEce8,unknown
tkkGo7NMYz8,29,ã€Discoverã€‘My personality | Japanese Listening Practice #31,https://www.youtube.com/watch?v=tkkGo7NMYz8,unknown
aBjtEsR3j9g,30,Simple Japanese Listening Lesson #8 | Tokyo ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=aBjtEsR3j9g,unknown
6KzmGeGMwZM,31,Simple Japanese Listening Lesson #9 | The Transformation of Japan from the 1990s to Today ğŸ‡¯ğŸ‡µğŸ•’,https://www.youtube.com/watch?v=6KzmGeGMwZM,unknown
ey_ynzLv-4w,32,Simple Japanese Listening Lesson #10 | Be a Master of Gifu PrefectureğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=ey_ynzLv-4w,unknown
AzRRbEfmRjk,33,Simple Japanese Listening Lesson #11 | Master 8 Key Kanji Characters.,https://www.youtube.com/watch?v=AzRRbEfmRjk,unknown
kESSE4E7bJA,34,Simple Japanese Listening Lesson #12 | Learn Japanese with Popular Foods in Japan,https://www.youtube.com/watch?v=kESSE4E7bJA,unknown
9H69QbjQq5Y,35,Simple Japanese Listening Lesson #13 | 5 Short Stories to Learn Useful Verbs.,https://www.youtube.com/watch?v=9H69QbjQq5Y,unknown
017R4ocqa24,36,Simple Japanese Listening Lesson #14 | Popular Jobs in Japan,https://www.youtube.com/watch?v=017R4ocqa24,unknown
8OofVWsKjqM,37,Simple Japanese Listening Lesson #15 | Ninja History.,https://www.youtube.com/watch?v=8OofVWsKjqM,unknown
tT5UVWAneJ4,38,Simple Japanese Listening Lesson #16 | My Neighborhood.,https://www.youtube.com/watch?v=tT5UVWAneJ4,unknown
xaauO6mbETs,39,ã€TOP3ã€‘Japanese Youtuber Special Collaboration: 3 BEST places to Visit in Japan ğŸ—¾âœ¨,https://www.youtube.com/watch?v=xaauO6mbETs,unknown
NzZMIa7VFsw,40,Simple Japanese Listening Lesson #17 | Japanese Seasonal Foods.,https://www.youtube.com/watch?v=NzZMIa7VFsw,unknown
9p2_0R4zNRA,41,Simple Japanese Listening Lesson #18 | What I Want to Do This Summer ğŸŒ,https://www.youtube.com/watch?v=9p2_0R4zNRA,unknown
IwJH61zbqMo,42,Simple Japanese Listening Lesson #19 | Popular Hobbies in Japan.,https://www.youtube.com/watch?v=IwJH61zbqMo,unknown
r57PRcu3rHU,43,Simple Japanese Listening Lesson #20 | Popular Extracurricular Activities in Japan.,https://www.youtube.com/watch?v=r57PRcu3rHU,unknown
Z_QoUbJzSTE,44,Simple Japanese Listening Lesson #21 | Top 10 Popular Animals in Japan.,https://www.youtube.com/watch?v=Z_QoUbJzSTE,unknown
3MLwGNZHd_c,45,Simple Japanese Listening Lesson #22 | Popular Anime and Manga in the 1980s and 1990s.,https://www.youtube.com/watch?v=3MLwGNZHd_c,unknown
Jn19h-YFLCQ,46,Simple Japanese Listening Lesson #23 | Explore Popular Anime and Manga from 2000s to 2020s.,https://www.youtube.com/watch?v=Jn19h-YFLCQ,unknown
cjCrB2ZwfQE,47,Simple Japanese Listening Lesson #24 | 12 Essential Proverbs You Must Know! ğŸ‡¯ğŸ‡µâœ¨,https://www.youtube.com/watch?v=cjCrB2ZwfQE,unknown
hyo6F61L8Rc,48,Simple Japanese Listening Lesson #25 | Top 10 International Destinations for Japanese Travelers ğŸŒâœˆï¸,https://www.youtube.com/watch?v=hyo6F61L8Rc,unknown
A-S52-Umxtc,49,Simple Japanese Listening Lesson #26 | Popular Alcohol Drinks in Japan,https://www.youtube.com/watch?v=A-S52-Umxtc,unknown
tAs4CW0JYyc,50,Simple Japanese Listening Lesson #27 | 10 Essential Proverbs You Must Know! Vol.3 ğŸ‡¯ğŸ‡µâœ¨,https://www.youtube.com/watch?v=tAs4CW0JYyc,unknown
TR3_yVE-CoY,51,Simple Japanese Listening Lesson #29 | 6 Signs You're Getting Used to Japanese Culture ğŸ‡¯ğŸ‡µğŸŒŸ,https://www.youtube.com/watch?v=TR3_yVE-CoY,unknown
_-qSVs4y9d8,52,Simple Japanese Listening Lesson #28 | Top 7 Popular Colors in Japan ğŸ‡¯ğŸ‡µğŸŒˆ,https://www.youtube.com/watch?v=_-qSVs4y9d8,unknown
fKRCnKiRhlU,53,Simple Japanese Listening Lesson #30 | My Home ğŸ ,https://www.youtube.com/watch?v=fKRCnKiRhlU,unknown
2SOxD5zAsww,54,Simple Japanese Listening Lesson #31 | Fun Facts about Popular Animals in Japan ver.2 ğŸ‡¯ğŸ‡µğŸ˜,https://www.youtube.com/watch?v=2SOxD5zAsww,unknown
iB_aN1H9F-E,55,Simple Japanese Listening Lesson #32 | All About Japan's Bus System ğŸ‡¯ğŸ‡µğŸšŒ,https://www.youtube.com/watch?v=iB_aN1H9F-E,unknown
jQOW4DZr7_8,56,Simple Japanese Listening Lesson #33 | Popular Hobbies in Japan Part.2,https://www.youtube.com/watch?v=jQOW4DZr7_8,unknown
L16n7WkZbt0,57,"Easy Japanese Listening Lesson #34 | 6 Signs Youâ€™re Adapting to Japanese Culture, Part 2 ğŸ‡¯ğŸ‡µâœ¨",https://www.youtube.com/watch?v=L16n7WkZbt0,unknown
8bUzVnxXtEY,58,Easy Japanese Listening Lesson #35 | Weather and Temperature in Japanese Conversation ğŸ‡¯ğŸ‡µğŸŒ,https://www.youtube.com/watch?v=8bUzVnxXtEY,unknown
f10GrQR0rgQ,59,Simple Japanese Listening Lesson #36 | Discover Japan's Top Foodie Prefectures! ğŸ£ğŸœ,https://www.youtube.com/watch?v=f10GrQR0rgQ,unknown
laOPsDhdnOs,60,Simple Japanese Listening Lesson #37 | Special Age Celebrations in Japan ãŠ—ï¸ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=laOPsDhdnOs,unknown
9R00t9_b7EI,61,Simple Japanese Listening Lesson #38 | Top 10 Countries for Amazing Food!,https://www.youtube.com/watch?v=9R00t9_b7EI,unknown
UEF1TKMPPnc,62,Simple Japanese Listening Lesson #39 | Daily Routine of a Japanese Businessperson ğŸ‘”âœ¨,https://www.youtube.com/watch?v=UEF1TKMPPnc,unknown
jbhjBb0FcB0,63,Simple Japanese Listening Lesson #40 | How to Improve Your First Impression in Japan,https://www.youtube.com/watch?v=jbhjBb0FcB0,unknown
EorZpl7QGeo,64,Simple Japanese Listening Lesson #41 | What to Do When Sick in Japan ğŸ¥ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=EorZpl7QGeo,unknown
LvaQEx78xes,65,Simple Japanese Listening Lesson #42 | Benefits of Speaking Japanese,https://www.youtube.com/watch?v=LvaQEx78xes,unknown
v6U8IOv4P2I,66,Special Interview #7ï½œJapanese Kidâ€™s Daily Life: School Adventures and Dreams ğŸ«âœ¨,https://www.youtube.com/watch?v=v6U8IOv4P2I,unknown
gioJfIOhH-I,67,Top 9 Things I Want to Do in Japan | Japanese Listening Podcast #32,https://www.youtube.com/watch?v=gioJfIOhH-I,unknown
yMe5o6On_d0,68,Simple Japanese Listening Lesson #43 | A Day in the Life of a Convenience Store Worker,https://www.youtube.com/watch?v=yMe5o6On_d0,unknown
UB_ikyHMkPY,69,Simple Japanese Listening Lesson #44 | Daily Life with a Dog in Japan,https://www.youtube.com/watch?v=UB_ikyHMkPY,unknown
J8TribEnVMw,70,Simple Japanese Listening Lesson #45 | 6 Admirable Strengths in Japan,https://www.youtube.com/watch?v=J8TribEnVMw,unknown
X-UnzKLKyho,71,Simple Japanese Listening Lesson #46 | 6 Common Weak Points in Japan,https://www.youtube.com/watch?v=X-UnzKLKyho,unknown
2Zc15VZbnDk,72,Simple Japanese Listening Lesson #47 | Daily Routine of a Maiko,https://www.youtube.com/watch?v=2Zc15VZbnDk,unknown
18UeWytqSMo,73,Pros and Cons of Working at a Japanese Company | Japanese Listening Podcast #33,https://www.youtube.com/watch?v=18UeWytqSMo,unknown
bLLbGeYPJJ0,74,Simple Japanese Listening Lesson #48 | A Teacher's Daily Routine in Japan,https://www.youtube.com/watch?v=bLLbGeYPJJ0,unknown
ag2vkJaoWlY,75,Popular Foods and Amazing Customer Service at Convenience Stores | Japanese Listening Practice #34,https://www.youtube.com/watch?v=ag2vkJaoWlY,unknown
nLYH39stleY,76,Simple Japanese Listening Lesson #49 | A Bankerâ€™s Daily Routine in Japan,https://www.youtube.com/watch?v=nLYH39stleY,unknown
AQQp4kidtNU,77,What You Can Buy at 100 Yen Shops in Japan | Learn Japanese Listening Practice #35,https://www.youtube.com/watch?v=AQQp4kidtNU,unknown
5-FKJ_wk1fk,78,Simple Japanese Listening Lesson #50 | A Rice Farmer's Daily Routine in Japan,https://www.youtube.com/watch?v=5-FKJ_wk1fk,unknown
bbh9sSfSMfg,79,Special Interview #8ï½œJapanese KARATE Kids and the Important Life Lessons They Learn from Karate,https://www.youtube.com/watch?v=bbh9sSfSMfg,unknown
EAdvya7cZkU,80,Special Interview #9 | Discover Japan's Secrets to a Long and Healthy Life,https://www.youtube.com/watch?v=EAdvya7cZkU,unknown
S3TDlgDEnTw,81,3 Japanese Culture Annoying Me | Japanese Listening Practice #36,https://www.youtube.com/watch?v=S3TDlgDEnTw,unknown
ifSLMoy2qbQ,82,Simple Japanese Listening Lesson #52 | 5 Key Strengths of Japanese School Education,https://www.youtube.com/watch?v=ifSLMoy2qbQ,unknown
78z4YWtmS-A,83,Simple Japanese Listening Lesson #53 | Osaka ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=78z4YWtmS-A,unknown
Xx4ZeM0uNxI,84,Simple Japanese Listening Lesson #54 | Interview Skills: Share Your Failure Stories,https://www.youtube.com/watch?v=Xx4ZeM0uNxI,unknown
J1SAG2h5lgg,85,Simple Japanese Listening Lesson #55 | Hokkaido ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=J1SAG2h5lgg,unknown
oDghUVyCWwk,86,6 Challenges in Japanese School Education | Japanese Listening Practice #37,https://www.youtube.com/watch?v=oDghUVyCWwk,unknown
fX93ITs3Keo,87,Simple Japanese Listening Lesson #56 | Kanazawa ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=fX93ITs3Keo,unknown
nm5AZmBBL1o,88,7 Habits I Canâ€™t Stop! | Japanese Listening Practice #38,https://www.youtube.com/watch?v=nm5AZmBBL1o,unknown
At4vUaMpA1c,89,Simple Japanese Listening Lesson #57 | Hiroshima ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=At4vUaMpA1c,unknown
ypl4gEBQrnI,90,Real Life Japanese Parenthood | Japanese Listening Practice #39,https://www.youtube.com/watch?v=ypl4gEBQrnI,unknown
8EcWqRt6-Vg,91,Simple Japanese Listening Lesson #58 | Mt.Koya ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=8EcWqRt6-Vg,unknown
OkqLADB4qJc,92,Winter in Japan | Japanese Listening Practice #40,https://www.youtube.com/watch?v=OkqLADB4qJc,unknown
UIw7u0c2nBI,93,Simple Japanese Listening Lesson #59 | Hakone in Japan ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=UIw7u0c2nBI,unknown
5aSQSUxH0BU,94,Salary in Japan | Japanese Listening Practice #41,https://www.youtube.com/watch?v=5aSQSUxH0BU,unknown
tTpAa4J0ml8,95,Simple Japanese Listening Lesson #60 | Shirakawa-go in Japan ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=tTpAa4J0ml8,unknown
qYptZ0091FU,96,Top 20 Most Watched Videos in 2024ï½œJapanese Listening Practice,https://www.youtube.com/watch?v=qYptZ0091FU,unknown
U_B-TiKqhOw,97,Natural Disasters in Japan | Japanese Listening Practice #42,https://www.youtube.com/watch?v=U_B-TiKqhOw,unknown
yK2JmvgNMws,98,Simple Japanese Listening Lesson #61 | Seoul in South Korea ğŸ‡°ğŸ‡·,https://www.youtube.com/watch?v=yK2JmvgNMws,unknown
2GA-9ELoI1M,99,Food Culture in Japan | Japanese Listening Practice #43,https://www.youtube.com/watch?v=2GA-9ELoI1M,unknown
tHOthCEr-EA,100,Simple Japanese Listening Lesson #62 | Ise Jingu in Japan ğŸ—¾ğŸ‡¯ğŸ‡µ,https://www.youtube.com/watch?v=tHOthCEr-EA,unknown
8piRsnT2bTc,101,Traits of People Who Master Japanese | Japanese Listening Practice #44,https://www.youtube.com/watch?v=8piRsnT2bTc,unknown
QZN94I_emWU,102,Taipei in Taiwan ğŸ‡¹ğŸ‡¼ï½œSimple Japanese Listening Lesson #63,https://www.youtube.com/watch?v=QZN94I_emWU,unknown
zeqQcUUkbYY,103,Flu & Cold in Japan | Japanese Listening Practice #45,https://www.youtube.com/watch?v=zeqQcUUkbYY,unknown
qEIUAUX7LUU,104,Miyajima in Japan ğŸ—¾ğŸ‡¯ğŸ‡µ | Simple Japanese Listening Lesson #64,https://www.youtube.com/watch?v=qEIUAUX7LUU,unknown
CYVhxKN8ERY,105,Allergies in Japan | Japanese Listening Practice #46,https://www.youtube.com/watch?v=CYVhxKN8ERY,unknown
HVaRmAXTkkI,106,Master Japanese accents and speak naturally | Japanese Listening Practice #47,https://www.youtube.com/watch?v=HVaRmAXTkkI,unknown
CAXl9NVLC7E,107,Spring in Japan | Japanese Listening Practice #48,https://www.youtube.com/watch?v=CAXl9NVLC7E,unknown
vnPh6NrRSTA,108,Exploitative Companies in Japan: What They Are & How to Avoid Them | Japanese Listening Practice #49,https://www.youtube.com/watch?v=vnPh6NrRSTA,unknown
RNxeShJthss,109,7 Daily Words Japanese People Really Use | Japanese Listening Practice #50,https://www.youtube.com/watch?v=RNxeShJthss,unknown
SVkpAEryUPw,110,Himeji Castle in Japan ğŸ—¾ğŸ‡¯ğŸ‡µ | Simple Japanese Listening Lesson #66,https://www.youtube.com/watch?v=SVkpAEryUPw,unknown
c1wULsTZ6ag,111,Why Japanese Culture Is Hard? - Honne & Tatemae | Japanese Listening Practice #51,https://www.youtube.com/watch?v=c1wULsTZ6ag,unknown
